HE (EST),kWH
2017-05-09 01:30:00,2382.36
2017-05-09 01:45:00,2397.48
2017-05-09 02:00:00,2394.48
2017-05-09 02:15:00,2393.88
2017-05-09 02:30:00,2386.08
2017-05-09 02:45:00,2388.6
2017-05-09 03:00:00,2371.2
2017-05-09 03:15:00,2375.52
2017-05-09 03:30:00,2382.6
2017-05-09 03:45:00,2380.08
2017-05-09 04:00:00,2368.44
2017-05-09 04:15:00,2385.36
2017-05-09 04:30:00,2380.68
2017-05-09 04:45:00,2383.8
2017-05-09 05:00:00,2398.92
2017-05-09 05:15:00,2405.64
2017-05-09 05:30:00,2395.44
2017-05-09 05:45:00,2411.88
2017-05-09 06:00:00,2398.2
2017-05-09 06:15:00,2400.36
2017-05-09 06:30:00,2397.84
2017-05-09 06:45:00,2402.28
2017-05-09 07:00:00,2406.96
2017-05-09 07:15:00,2404.32
2017-05-09 07:30:00,2408.04
2017-05-09 07:45:00,2413.44
2017-05-09 08:00:00,2418.6
2017-05-09 08:15:00,2421.96
2017-05-09 08:30:00,2413.56
2017-05-09 08:45:00,2412.36
2017-05-09 09:00:00,2413.8
2017-05-09 09:15:00,2412.36
2017-05-09 09:30:00,2401.08
2017-05-09 09:45:00,2405.52
2017-05-09 10:00:00,2396.76
2017-05-09 10:15:00,2394.24
2017-05-09 10:30:00,2384.4
2017-05-09 10:45:00,2397.48
2017-05-09 11:00:00,2394.72
2017-05-09 11:15:00,2384.16
2017-05-09 11:30:00,2369.88
2017-05-09 11:45:00,2358.36
2017-05-09 12:00:00,2361.24
2017-05-09 12:15:00,2367.0
2017-05-09 12:30:00,2367.24
2017-05-09 12:45:00,2393.88
2017-05-09 13:00:00,2381.28
2017-05-09 13:15:00,2375.04
2017-05-09 13:30:00,2375.64
2017-05-09 13:45:00,2390.4
2017-05-09 14:00:00,2388.12
2017-05-09 14:15:00,2398.8
2017-05-09 14:30:00,2390.88
2017-05-09 14:45:00,2385.12
2017-05-09 15:00:00,2372.64
2017-05-09 15:15:00,2374.44
2017-05-09 15:30:00,2374.92
2017-05-09 15:45:00,2372.16
2017-05-09 16:00:00,2367.12
2017-05-09 16:15:00,2380.44
2017-05-09 16:30:00,2363.16
2017-05-09 16:45:00,2366.52
2017-05-09 17:00:00,2368.44
2017-05-09 17:15:00,2376.24
2017-05-09 17:30:00,2368.92
2017-05-09 17:45:00,2376.0
2017-05-09 18:00:00,2373.0
2017-05-09 18:15:00,2371.2
2017-05-09 18:30:00,2364.48
2017-05-09 18:45:00,2365.32
2017-05-09 19:00:00,2358.24
2017-05-09 19:15:00,2356.08
2017-05-09 19:30:00,2365.92
2017-05-09 19:45:00,2375.4
2017-05-09 20:00:00,2374.32
2017-05-09 20:15:00,2372.76
2017-05-09 20:30:00,2380.32
2017-05-09 20:45:00,2379.48
2017-05-09 21:00:00,2372.4
2017-05-09 21:15:00,2386.44
2017-05-09 21:30:00,2376.6
2017-05-09 21:45:00,2406.84
2017-05-09 22:00:00,2406.72
2017-05-09 22:15:00,2390.16
2017-05-09 22:30:00,2393.64
2017-05-09 22:45:00,2383.08
2017-05-09 23:00:00,2391.6
2017-05-09 23:15:00,2384.88
2017-05-09 23:30:00,2393.4
2017-05-09 23:45:00,2380.2
2017-05-10 00:00:00,2362.44
2017-05-10 00:15:00,2345.4
2017-05-10 00:30:00,2341.32
2017-05-10 00:45:00,2335.8
2017-05-10 01:00:00,2321.4
2017-05-10 01:15:00,2333.88
2017-05-10 01:30:00,2327.76
2017-05-10 01:45:00,2330.28
2017-05-10 02:00:00,2312.52
2017-05-10 02:15:00,2311.44
2017-05-10 02:30:00,2314.68
2017-05-10 02:45:00,2310.0
2017-05-10 03:00:00,2304.84
2017-05-10 03:15:00,2311.2
2017-05-10 03:30:00,2303.52
2017-05-10 03:45:00,2279.88
2017-05-10 04:00:00,2260.08
2017-05-10 04:15:00,2267.52
2017-05-10 04:30:00,2260.68
2017-05-10 04:45:00,2267.04
2017-05-10 05:00:00,2281.2
2017-05-10 05:15:00,2282.04
2017-05-10 05:30:00,2287.56
2017-05-10 05:45:00,2299.32
2017-05-10 06:00:00,2311.08
2017-05-10 06:15:00,2318.64
2017-05-10 06:30:00,2328.0
2017-05-10 06:45:00,2350.44
2017-05-10 07:00:00,2371.56
2017-05-10 07:15:00,2388.72
2017-05-10 07:30:00,2440.44
2017-05-10 07:45:00,2434.68
2017-05-10 08:00:00,2460.96
2017-05-10 08:15:00,2683.56
2017-05-10 08:30:00,2713.08
2017-05-10 08:45:00,2824.8
2017-05-10 09:00:00,2856.72
2017-05-10 09:15:00,2854.8
2017-05-10 09:30:00,2852.88
2017-05-10 09:45:00,2849.28
2017-05-10 10:00:00,2847.96
2017-05-10 10:15:00,2844.96
2017-05-10 10:30:00,2832.24
2017-05-10 10:45:00,2813.04
2017-05-10 11:00:00,2553.6
2017-05-10 11:15:00,2401.92
2017-05-10 11:30:00,2465.52
2017-05-10 11:45:00,2463.12
2017-05-10 12:00:00,2466.36
2017-05-10 12:15:00,2476.68
2017-05-10 12:30:00,2485.2
2017-05-10 12:45:00,2485.44
2017-05-10 13:00:00,2474.88
2017-05-10 13:15:00,2478.72
2017-05-10 13:30:00,2479.32
2017-05-10 13:45:00,2489.64
2017-05-10 14:00:00,2486.04
2017-05-10 14:15:00,2471.52
2017-05-10 14:30:00,2490.24
2017-05-10 14:45:00,2499.24
2017-05-10 15:00:00,2481.36
2017-05-10 15:15:00,2465.28
2017-05-10 15:30:00,2480.28
2017-05-10 15:45:00,2439.0
2017-05-10 16:00:00,2429.4
2017-05-10 16:15:00,2452.2
2017-05-10 16:30:00,2467.44
2017-05-10 16:45:00,2451.36
2017-05-10 17:00:00,2447.04
2017-05-10 17:15:00,2462.16
2017-05-10 17:30:00,2459.52
2017-05-10 17:45:00,2421.72
2017-05-10 18:00:00,2345.88
2017-05-10 18:15:00,2363.52
2017-05-10 18:30:00,2351.88
2017-05-10 18:45:00,2331.0
2017-05-10 19:00:00,2326.2
2017-05-10 19:15:00,2357.04
2017-05-10 19:30:00,2357.76
2017-05-10 19:45:00,2368.92
2017-05-10 20:00:00,2364.72
2017-05-10 20:15:00,2354.28
2017-05-10 20:30:00,2350.8
2017-05-10 20:45:00,2352.48
2017-05-10 21:00:00,2364.24
2017-05-10 21:15:00,2368.68
2017-05-10 21:30:00,2360.52
2017-05-10 21:45:00,2371.2
2017-05-10 22:00:00,2382.24
2017-05-10 22:15:00,2379.48
2017-05-10 22:30:00,2376.6
2017-05-10 22:45:00,2371.08
2017-05-10 23:00:00,2411.28
2017-05-10 23:15:00,2645.88
2017-05-10 23:30:00,2776.44
2017-05-10 23:45:00,2785.44
2017-05-11 00:00:00,2748.6
2017-05-11 00:15:00,2739.36
2017-05-11 00:30:00,2733.0
2017-05-11 00:45:00,2731.68
2017-05-11 01:00:00,2723.16
2017-05-11 01:15:00,2712.96
2017-05-11 01:30:00,2691.48
2017-05-11 01:45:00,2682.24
2017-05-11 02:00:00,2659.92
2017-05-11 02:15:00,2651.88
2017-05-11 02:30:00,2642.16
2017-05-11 02:45:00,2635.08
2017-05-11 03:00:00,2631.24
2017-05-11 03:15:00,2608.08
2017-05-11 03:30:00,2594.4
2017-05-11 03:45:00,2577.36
2017-05-11 04:00:00,2294.4
2017-05-11 04:15:00,2143.44
2017-05-11 04:30:00,2061.84
2017-05-11 04:45:00,2105.28
2017-05-11 05:00:00,2121.84
2017-05-11 05:15:00,2153.16
2017-05-11 05:30:00,2276.04
2017-05-11 05:45:00,2248.68
2017-05-11 06:00:00,2060.76
2017-05-11 06:15:00,2048.64
2017-05-11 06:30:00,2066.16
2017-05-11 06:45:00,2090.28
2017-05-11 07:00:00,2110.92
2017-05-11 07:15:00,2100.96
2017-05-11 07:30:00,2102.28
2017-05-11 07:45:00,2094.36
2017-05-11 08:00:00,2121.72
2017-05-11 08:15:00,2106.12
2017-05-11 08:30:00,2094.36
2017-05-11 08:45:00,2104.92
2017-05-11 09:00:00,2173.68
2017-05-11 09:15:00,2199.48
2017-05-11 09:30:00,2207.88
2017-05-11 09:45:00,2213.64
2017-05-11 10:00:00,2243.4
2017-05-11 10:15:00,2244.48
2017-05-11 10:30:00,2251.56
2017-05-11 10:45:00,2272.68
2017-05-11 11:00:00,2292.96
2017-05-11 11:15:00,2296.08
2017-05-11 11:30:00,2314.32
2017-05-11 11:45:00,2319.72
2017-05-11 12:00:00,2358.6
2017-05-11 12:15:00,2365.32
2017-05-11 12:30:00,2365.68
2017-05-11 12:45:00,2400.6
2017-05-11 13:00:00,2381.28
2017-05-11 13:15:00,2381.88
2017-05-11 13:30:00,2382.6
2017-05-11 13:45:00,2385.6
2017-05-11 14:00:00,2393.76
2017-05-11 14:15:00,2384.64
2017-05-11 14:30:00,2388.0
2017-05-11 14:45:00,2403.0
2017-05-11 15:00:00,2400.84
2017-05-11 15:15:00,2388.36
2017-05-11 15:30:00,2379.96
2017-05-11 15:45:00,2384.88
2017-05-11 16:00:00,2369.52
2017-05-11 16:15:00,2356.2
2017-05-11 16:30:00,2362.08
2017-05-11 16:45:00,2355.24
2017-05-11 17:00:00,2360.16
2017-05-11 17:15:00,2353.44
2017-05-11 17:30:00,2348.76
2017-05-11 17:45:00,2368.44
2017-05-11 18:00:00,2364.48
2017-05-11 18:15:00,2370.0
2017-05-11 18:30:00,2383.08
2017-05-11 18:45:00,2378.16
2017-05-11 19:00:00,2376.0
2017-05-11 19:15:00,2373.12
2017-05-11 19:30:00,2367.0
2017-05-11 19:45:00,2364.84
2017-05-11 20:00:00,2338.56
2017-05-11 20:15:00,2354.88
2017-05-11 20:30:00,2356.8
2017-05-11 20:45:00,2347.32
2017-05-11 21:00:00,2370.12
2017-05-11 21:15:00,2367.0
2017-05-11 21:30:00,2365.08
2017-05-11 21:45:00,2352.24
2017-05-11 22:00:00,2363.64
2017-05-11 22:15:00,2365.32
2017-05-11 22:30:00,2366.16
2017-05-11 22:45:00,2374.8
2017-05-11 23:00:00,2380.2
2017-05-11 23:15:00,2368.92
2017-05-11 23:30:00,2383.8
2017-05-11 23:45:00,2378.04
2017-05-12 00:00:00,2375.88
2017-05-12 00:15:00,2384.4
2017-05-12 00:30:00,2365.08
2017-05-12 00:45:00,2385.24
2017-05-12 01:00:00,2384.04
2017-05-12 01:15:00,2367.84
2017-05-12 01:30:00,2361.48
2017-05-12 01:45:00,2353.8
2017-05-12 02:00:00,2358.96
2017-05-12 02:15:00,2345.64
2017-05-12 02:30:00,2331.96
2017-05-12 02:45:00,2330.28
2017-05-12 03:00:00,2316.24
2017-05-12 03:15:00,2326.32
2017-05-12 03:30:00,2318.76
2017-05-12 03:45:00,2291.52
2017-05-12 04:00:00,2292.84
2017-05-12 04:15:00,2293.56
2017-05-12 04:30:00,2305.8
2017-05-12 04:45:00,2303.52
2017-05-12 05:00:00,2297.64
2017-05-12 05:15:00,2314.56
2017-05-12 05:30:00,2326.92
2017-05-12 05:45:00,2347.08
2017-05-12 06:00:00,2349.0
2017-05-12 06:15:00,2357.04
2017-05-12 06:30:00,2371.56
2017-05-12 06:45:00,2368.8
2017-05-12 07:00:00,2378.88
2017-05-12 07:15:00,2374.32
2017-05-12 07:30:00,2366.52
2017-05-12 07:45:00,2374.56
2017-05-12 08:00:00,2361.96
2017-05-12 08:15:00,2358.36
2017-05-12 08:30:00,2367.12
2017-05-12 08:45:00,2348.28
2017-05-12 09:00:00,2364.72
2017-05-12 09:15:00,2361.72
2017-05-12 09:30:00,2344.8
2017-05-12 09:45:00,2360.88
2017-05-12 10:00:00,2345.88
2017-05-12 10:15:00,2352.36
2017-05-12 10:30:00,2356.2
2017-05-12 10:45:00,2360.88
2017-05-12 11:00:00,2363.76
2017-05-12 11:15:00,2358.84
2017-05-12 11:30:00,2367.96
2017-05-12 11:45:00,2352.36
2017-05-12 12:00:00,2353.32
2017-05-12 12:15:00,2358.72
2017-05-12 12:30:00,2356.92
2017-05-12 12:45:00,2365.32
2017-05-12 13:00:00,2367.72
2017-05-12 13:15:00,2356.56
2017-05-12 13:30:00,2373.0
2017-05-12 13:45:00,2373.12
2017-05-12 14:00:00,2397.24
2017-05-12 14:15:00,2402.04
2017-05-12 14:30:00,2390.88
2017-05-12 14:45:00,2389.08
2017-05-12 15:00:00,2376.6
2017-05-12 15:15:00,2373.36
2017-05-12 15:30:00,2366.28
2017-05-12 15:45:00,2375.04
2017-05-12 16:00:00,2364.0
2017-05-12 16:15:00,2354.76
2017-05-12 16:30:00,2370.12
2017-05-12 16:45:00,2378.4
2017-05-12 17:00:00,2381.04
2017-05-12 17:15:00,2371.56
2017-05-12 17:30:00,2360.88
2017-05-12 17:45:00,2376.36
2017-05-12 18:00:00,2377.8
2017-05-12 18:15:00,2374.92
2017-05-12 18:30:00,2391.6
2017-05-12 18:45:00,2398.2
2017-05-12 19:00:00,2417.76
2017-05-12 19:15:00,2419.44
2017-05-12 19:30:00,2424.96
2017-05-12 19:45:00,2429.28
2017-05-12 20:00:00,2422.32
2017-05-12 20:15:00,2420.04
2017-05-12 20:30:00,2433.24
2017-05-12 20:45:00,2418.96
2017-05-12 21:00:00,2430.36
2017-05-12 21:15:00,2415.24
2017-05-12 21:30:00,2427.12
2017-05-12 21:45:00,2420.52
2017-05-12 22:00:00,2413.2
2017-05-12 22:15:00,2426.64
2017-05-12 22:30:00,2444.28
2017-05-12 22:45:00,2465.88
2017-05-12 23:00:00,2440.92
2017-05-12 23:15:00,2411.64
2017-05-12 23:30:00,2413.8
2017-05-12 23:45:00,2391.36
2017-05-13 00:00:00,2397.48
2017-05-13 00:15:00,2378.88
2017-05-13 00:30:00,2348.28
2017-05-13 00:45:00,2356.08
2017-05-13 01:00:00,2354.28
2017-05-13 01:15:00,2371.44
2017-05-13 01:30:00,2350.32
2017-05-13 01:45:00,2335.8
2017-05-13 02:00:00,2346.6
2017-05-13 02:15:00,2335.68
2017-05-13 02:30:00,2321.28
2017-05-13 02:45:00,2313.84
2017-05-13 03:00:00,2292.72
2017-05-13 03:15:00,2289.36
2017-05-13 03:30:00,2275.32
2017-05-13 03:45:00,2244.6
2017-05-13 04:00:00,2242.32
2017-05-13 04:15:00,2238.96
2017-05-13 04:30:00,2241.48
2017-05-13 04:45:00,2222.52
2017-05-13 05:00:00,2212.44
2017-05-13 05:15:00,2223.6
2017-05-13 05:30:00,2208.36
2017-05-13 05:45:00,2223.6
2017-05-13 06:00:00,2223.12
2017-05-13 06:15:00,2222.4
2017-05-13 06:30:00,2242.56
2017-05-13 06:45:00,2226.0
2017-05-13 07:00:00,2232.48
2017-05-13 07:15:00,2246.64
2017-05-13 07:30:00,2244.72
2017-05-13 07:45:00,2252.16
2017-05-13 08:00:00,2244.48
2017-05-13 08:15:00,2247.36
2017-05-13 08:30:00,2264.64
2017-05-13 08:45:00,2248.68
2017-05-13 09:00:00,2281.68
2017-05-13 09:15:00,2282.64
2017-05-13 09:30:00,2286.0
2017-05-13 09:45:00,2305.44
2017-05-13 10:00:00,2292.12
2017-05-13 10:15:00,2305.08
2017-05-13 10:30:00,2312.76
2017-05-13 10:45:00,2321.28
2017-05-13 11:00:00,2313.48
2017-05-13 11:15:00,2309.4
2017-05-13 11:30:00,2297.64
2017-05-13 11:45:00,2291.76
2017-05-13 12:00:00,2289.0
2017-05-13 12:15:00,2280.12
2017-05-13 12:30:00,2286.72
2017-05-13 12:45:00,2321.64
2017-05-13 13:00:00,2311.56
2017-05-13 13:15:00,2323.08
2017-05-13 13:30:00,2329.44
2017-05-13 13:45:00,2319.48
2017-05-13 14:00:00,2333.52
2017-05-13 14:15:00,2327.04
2017-05-13 14:30:00,2336.04
2017-05-13 14:45:00,2333.16
2017-05-13 15:00:00,2318.76
2017-05-13 15:15:00,2327.64
2017-05-13 15:30:00,2346.96
2017-05-13 15:45:00,2338.68
2017-05-13 16:00:00,2349.24
2017-05-13 16:15:00,2331.96
2017-05-13 16:30:00,2331.6
2017-05-13 16:45:00,2332.32
2017-05-13 17:00:00,2353.2
2017-05-13 17:15:00,2359.2
2017-05-13 17:30:00,2353.56
2017-05-13 17:45:00,2327.4
2017-05-13 18:00:00,2341.56
2017-05-13 18:15:00,2346.6
2017-05-13 18:30:00,2330.4
2017-05-13 18:45:00,2326.56
2017-05-13 19:00:00,2318.4
2017-05-13 19:15:00,2308.8
2017-05-13 19:30:00,2317.68
2017-05-13 19:45:00,2314.92
2017-05-13 20:00:00,2315.64
2017-05-13 20:15:00,2309.16
2017-05-13 20:30:00,2322.72
2017-05-13 20:45:00,2314.56
2017-05-13 21:00:00,2319.0
2017-05-13 21:15:00,2327.4
2017-05-13 21:30:00,2321.76
2017-05-13 21:45:00,2320.32
2017-05-13 22:00:00,2324.76
2017-05-13 22:15:00,2322.24
2017-05-13 22:30:00,2325.72
2017-05-13 22:45:00,2323.8
2017-05-13 23:00:00,2321.64
2017-05-13 23:15:00,2309.64
2017-05-13 23:30:00,2303.64
2017-05-13 23:45:00,2303.64
2017-05-14 00:00:00,2288.88
2017-05-14 00:15:00,2289.72
2017-05-14 00:30:00,2270.04
2017-05-14 00:45:00,2263.32
2017-05-14 01:00:00,2261.64
2017-05-14 01:15:00,2251.08
2017-05-14 01:30:00,2246.4
2017-05-14 01:45:00,2244.48
2017-05-14 02:00:00,2247.36
2017-05-14 02:15:00,2231.76
2017-05-14 02:30:00,2225.52
2017-05-14 02:45:00,2216.88
2017-05-14 03:00:00,2215.92
2017-05-14 03:15:00,2205.0
2017-05-14 03:30:00,2196.48
2017-05-14 03:45:00,2172.36
2017-05-14 04:00:00,2168.64
2017-05-14 04:15:00,2174.76
2017-05-14 04:30:00,2166.6
2017-05-14 04:45:00,2143.2
2017-05-14 05:00:00,2145.72
2017-05-14 05:15:00,2163.6
2017-05-14 05:30:00,2188.08
2017-05-14 05:45:00,2209.32
2017-05-14 06:00:00,2216.88
2017-05-14 06:15:00,2227.32
2017-05-14 06:30:00,2256.96
2017-05-14 06:45:00,2273.28
2017-05-14 07:00:00,2285.04
2017-05-14 07:15:00,2286.0
2017-05-14 07:30:00,2283.72
2017-05-14 07:45:00,2294.88
2017-05-14 08:00:00,2299.56
2017-05-14 08:15:00,2294.28
2017-05-14 08:30:00,2317.44
2017-05-14 08:45:00,2311.68
2017-05-14 09:00:00,2332.92
2017-05-14 09:15:00,2337.6
2017-05-14 09:30:00,2311.56
2017-05-14 09:45:00,2262.36
2017-05-14 10:00:00,2289.6
2017-05-14 10:15:00,2300.16
2017-05-14 10:30:00,2310.84
2017-05-14 10:45:00,2321.28
2017-05-14 11:00:00,2311.08
2017-05-14 11:15:00,2325.24
2017-05-14 11:30:00,2327.4
2017-05-14 11:45:00,2342.16
2017-05-14 12:00:00,2316.0
2017-05-14 12:15:00,2306.88
2017-05-14 12:30:00,2309.64
2017-05-14 12:45:00,2325.72
2017-05-14 13:00:00,2327.28
2017-05-14 13:15:00,2325.48
2017-05-14 13:30:00,2334.12
2017-05-14 13:45:00,2328.72
2017-05-14 14:00:00,2333.88
2017-05-14 14:15:00,2332.68
2017-05-14 14:30:00,2333.16
2017-05-14 14:45:00,2329.2
2017-05-14 15:00:00,2350.2
2017-05-14 15:15:00,2324.52
2017-05-14 15:30:00,2343.48
2017-05-14 15:45:00,2341.08
2017-05-14 16:00:00,2328.6
2017-05-14 16:15:00,2327.16
2017-05-14 16:30:00,2332.92
2017-05-14 16:45:00,2341.92
2017-05-14 17:00:00,2338.44
2017-05-14 17:15:00,2340.12
2017-05-14 17:30:00,2337.36
2017-05-14 17:45:00,2331.6
2017-05-14 18:00:00,2310.24
2017-05-14 18:15:00,2300.16
2017-05-14 18:30:00,2290.32
2017-05-14 18:45:00,2284.44
2017-05-14 19:00:00,2288.88
2017-05-14 19:15:00,2287.8
2017-05-14 19:30:00,2292.48
2017-05-14 19:45:00,2301.12
2017-05-14 20:00:00,2296.92
2017-05-14 20:15:00,2307.48
2017-05-14 20:30:00,2314.08
2017-05-14 20:45:00,2322.48
2017-05-14 21:00:00,2310.12
2017-05-14 21:15:00,2318.52
2017-05-14 21:30:00,2315.4
2017-05-14 21:45:00,2311.44
2017-05-14 22:00:00,2331.96
2017-05-14 22:15:00,2326.08
2017-05-14 22:30:00,2317.56
2017-05-14 22:45:00,2325.24
2017-05-14 23:00:00,2313.36
2017-05-14 23:15:00,2309.28
2017-05-14 23:30:00,2294.28
2017-05-14 23:45:00,2292.0
2017-05-15 00:00:00,2284.68
2017-05-15 00:15:00,2278.2
2017-05-15 00:30:00,2750.04
2017-05-15 00:45:00,2709.6
2017-05-15 01:00:00,2694.36
2017-05-15 01:15:00,2697.24
2017-05-15 01:30:00,2680.32
2017-05-15 01:45:00,2671.2
2017-05-15 02:00:00,2659.68
2017-05-15 02:15:00,2665.68
2017-05-15 02:30:00,2641.68
2017-05-15 02:45:00,2631.6
2017-05-15 03:00:00,2578.8
2017-05-15 03:15:00,2409.48
2017-05-15 03:30:00,2408.64
2017-05-15 03:45:00,2398.32
2017-05-15 04:00:00,2397.6
2017-05-15 04:15:00,2391.12
2017-05-15 04:30:00,2386.44
2017-05-15 04:45:00,2383.8
2017-05-15 05:00:00,2364.96
2017-05-15 05:15:00,2375.52
2017-05-15 05:30:00,2375.64
2017-05-15 05:45:00,2375.16
2017-05-15 06:00:00,2380.56
2017-05-15 06:15:00,2373.84
2017-05-15 06:30:00,2377.2
2017-05-15 06:45:00,2389.92
2017-05-15 07:00:00,2321.88
2017-05-15 07:15:00,2097.72
2017-05-15 07:30:00,2172.36
2017-05-15 07:45:00,2218.92
2017-05-15 08:00:00,2237.52
2017-05-15 08:15:00,2274.72
2017-05-15 08:30:00,2303.16
2017-05-15 08:45:00,2297.64
2017-05-15 09:00:00,2309.04
2017-05-15 09:15:00,2313.6
2017-05-15 09:30:00,2295.36
2017-05-15 09:45:00,2315.76
2017-05-15 10:00:00,2301.24
2017-05-15 10:15:00,2306.76
2017-05-15 10:30:00,2307.12
2017-05-15 10:45:00,2306.04
2017-05-15 11:00:00,2303.76
2017-05-15 11:15:00,2299.32
2017-05-15 11:30:00,2298.96
2017-05-15 11:45:00,2286.24
2017-05-15 12:00:00,2295.48
2017-05-15 12:15:00,2285.64
2017-05-15 12:30:00,2313.36
2017-05-15 12:45:00,2341.44
2017-05-15 13:00:00,2357.28
2017-05-15 13:15:00,2350.8
2017-05-15 13:30:00,2357.16
2017-05-15 13:45:00,2339.04
2017-05-15 14:00:00,2364.12
2017-05-15 14:15:00,2363.4
2017-05-15 14:30:00,2366.64
2017-05-15 14:45:00,2370.72
2017-05-15 15:00:00,2361.12
2017-05-15 15:15:00,2344.08
2017-05-15 15:30:00,2348.16
2017-05-15 15:45:00,2336.88
2017-05-15 16:00:00,2348.04
2017-05-15 16:15:00,2356.32
2017-05-15 16:30:00,2352.48
2017-05-15 16:45:00,2356.68
2017-05-15 17:00:00,2371.8
2017-05-15 17:15:00,2372.4
2017-05-15 17:30:00,2375.28
2017-05-15 17:45:00,2377.32
2017-05-15 18:00:00,2369.52
2017-05-15 18:15:00,2376.36
2017-05-15 18:30:00,2373.84
2017-05-15 18:45:00,2387.88
2017-05-15 19:00:00,2390.64
2017-05-15 19:15:00,2358.72
2017-05-15 19:30:00,2360.88
2017-05-15 19:45:00,2383.44
2017-05-15 20:00:00,2383.8
2017-05-15 20:15:00,2398.92
2017-05-15 20:30:00,2393.28
2017-05-15 20:45:00,2378.28
2017-05-15 21:00:00,2385.12
2017-05-15 21:15:00,2402.88
2017-05-15 21:30:00,2410.8
2017-05-15 21:45:00,2417.52
2017-05-15 22:00:00,2428.32
2017-05-15 22:15:00,2407.68
2017-05-15 22:30:00,2383.56
2017-05-15 22:45:00,2380.68
2017-05-15 23:00:00,2374.2
2017-05-15 23:15:00,2368.44
2017-05-15 23:30:00,2360.64
2017-05-15 23:45:00,2354.16
2017-05-16 00:00:00,2349.36
2017-05-16 00:15:00,2334.36
2017-05-16 00:30:00,2324.76
2017-05-16 00:45:00,2313.12
2017-05-16 01:00:00,2295.96
2017-05-16 01:15:00,2299.2
2017-05-16 01:30:00,2298.0
2017-05-16 01:45:00,2303.28
2017-05-16 02:00:00,2287.44
2017-05-16 02:15:00,2272.56
2017-05-16 02:30:00,2267.28
2017-05-16 02:45:00,2264.4
2017-05-16 03:00:00,2253.36
2017-05-16 03:15:00,2250.72
2017-05-16 03:30:00,2235.0
2017-05-16 03:45:00,2225.52
2017-05-16 04:00:00,2229.72
2017-05-16 04:15:00,2239.68
2017-05-16 04:30:00,2238.24
2017-05-16 04:45:00,2239.2
2017-05-16 05:00:00,2228.64
2017-05-16 05:15:00,2233.56
2017-05-16 05:30:00,2246.04
2017-05-16 05:45:00,2246.16
2017-05-16 06:00:00,2259.36
2017-05-16 06:15:00,2273.52
2017-05-16 06:30:00,2270.52
2017-05-16 06:45:00,2312.4
2017-05-16 07:00:00,2327.64
2017-05-16 07:15:00,2334.0
2017-05-16 07:30:00,2394.84
2017-05-16 07:45:00,2390.16
2017-05-16 08:00:00,2396.4
2017-05-16 08:15:00,2404.68
2017-05-16 08:30:00,2407.44
2017-05-16 08:45:00,2404.32
2017-05-16 09:00:00,2403.36
2017-05-16 09:15:00,2410.2
2017-05-16 09:30:00,2415.24
2017-05-16 09:45:00,2431.68
2017-05-16 10:00:00,2427.36
2017-05-16 10:15:00,2456.28
2017-05-16 10:30:00,2450.28
2017-05-16 10:45:00,2431.68
2017-05-16 11:00:00,2443.56
2017-05-16 11:15:00,2443.56
2017-05-16 11:30:00,2420.76
2017-05-16 11:45:00,2373.24
2017-05-16 12:00:00,2356.08
2017-05-16 12:15:00,2373.12
2017-05-16 12:30:00,2372.16
2017-05-16 12:45:00,2376.24
2017-05-16 13:00:00,2376.36
2017-05-16 13:15:00,2380.68
2017-05-16 13:30:00,2408.52
2017-05-16 13:45:00,2416.68
2017-05-16 14:00:00,2403.72
2017-05-16 14:15:00,2403.6
2017-05-16 14:30:00,2397.24
2017-05-16 14:45:00,2407.32
2017-05-16 15:00:00,2408.28
2017-05-16 15:15:00,2423.28
2017-05-16 15:30:00,2397.6
2017-05-16 15:45:00,2383.2
2017-05-16 16:00:00,2376.12
2017-05-16 16:15:00,2379.96
2017-05-16 16:30:00,2387.64
2017-05-16 16:45:00,2407.08
2017-05-16 17:00:00,2376.12
2017-05-16 17:15:00,2358.84
2017-05-16 17:30:00,2361.96
2017-05-16 17:45:00,2376.72
2017-05-16 18:00:00,2384.52
2017-05-16 18:15:00,2374.56
2017-05-16 18:30:00,2392.92
2017-05-16 18:45:00,2394.96
2017-05-16 19:00:00,2418.24
2017-05-16 19:15:00,2419.44
2017-05-16 19:30:00,2415.0
2017-05-16 19:45:00,2420.04
2017-05-16 20:00:00,2412.72
2017-05-16 20:15:00,2418.84
2017-05-16 20:30:00,2430.96
2017-05-16 20:45:00,2415.84
2017-05-16 21:00:00,2409.6
2017-05-16 21:15:00,2408.04
2017-05-16 21:30:00,2420.16
2017-05-16 21:45:00,2407.44
2017-05-16 22:00:00,2408.52
2017-05-16 22:15:00,2400.96
2017-05-16 22:30:00,2386.32
2017-05-16 22:45:00,2368.68
2017-05-16 23:00:00,2379.48
2017-05-16 23:15:00,2557.92
2017-05-16 23:30:00,2830.8
2017-05-16 23:45:00,2829.12
2017-05-17 00:00:00,2814.0
2017-05-17 00:15:00,2808.84
2017-05-17 00:30:00,2810.28
2017-05-17 00:45:00,2815.56
2017-05-17 01:00:00,2813.28
2017-05-17 01:15:00,2813.76
2017-05-17 01:30:00,2815.32
2017-05-17 01:45:00,2808.12
2017-05-17 02:00:00,2813.76
2017-05-17 02:15:00,2818.08
2017-05-17 02:30:00,2812.2
2017-05-17 02:45:00,2835.6
2017-05-17 03:00:00,2841.72
2017-05-17 03:15:00,2850.84
2017-05-17 03:30:00,2851.32
